ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:15,0.008038
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:15,0.010094
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:16,0.003866
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:16,0.013776
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:17,0.012424
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:17,0.010054
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:18,0.004567
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:18,0.004871
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:19,0.006286
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:15:20,0.010773
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:15,0.005160
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:16,0.003324
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:16,0.001575
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:17,0.001383
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:17,0.001353
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:18,0.001521
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:18,0.002041
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:19,0.001516
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:19,0.003974
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:30:20,0.006351
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:15,0.009562
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:15,0.002969
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:16,0.003710
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:17,0.011393
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:17,0.008909
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:18,0.003933
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:18,0.003173
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:19,0.001679
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:19,0.003803
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 19:45:20,0.005708
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 20:00:15,0.009795
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 20:00:16,0.011979
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 20:00:16,0.018107
ec2-18-232-40-202.compute-1.amazonaws.com:5432,2024-10-09 20:00:17,0.004523
